主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,備註說明
台北市,20210305,20201231,北市勞職字第10961251423號,廣曄興業有限公司,營造安全衛生設施標準第11-1條暨職業安全衛生法第6條第1項第1、3、5款,未提供安全帽使正確戴用。,
桃園市,20210202,20201231,府勞檢字第1090331198號,國城營造有限公司(林鴻吉),職業安全衛生法第27條第1項第1款;職業安全衛生法第27條第1項第4款.職業安全衛生法第27條第1項第4款,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位應採取下列必要措施：一、設置協議組織，並指定工作場所負責人，擔任指揮、監督及協調之工作。二、…。;事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位應採取下列必要措施：一、…。四、相關承攬事業間之安全衛生教育之指導及協助。五、…。,
桃園市,20210202,20201231,府勞檢字第10903311981號,國城營造有限公司(林鴻吉),職業安全衛生設施規則第232條暨職業安全衛生法第6條第1項;營造安全衛生設施標準第5條暨職業安全衛生法第6條第1項;營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項;營造安全衛生設施標準第22條第5款暨職業安全衛生法第6條第1項;營造安全衛生設施標準第40條第1項第1款暨職業安全衛生法第6條第1項;營造安全衛生設施標準第45條第3款暨職業安全衛生法第6條第1項;營造安全衛生設施標準第129條第8款暨職業安全衛生法第6條第1項,雇主對於勞工有墜落危險之場所，應設置警告標示，並禁止與工作無關之人員進入。;雇主對於工作場所暴露之鋼筋、鋼材、鐵件、鋁件及其他材料等易生職業災害者，應採取彎曲尖端、加蓋或加裝護套等防護設施。;雇主對於高度二公尺以上之屋頂、鋼梁、開口部分、階梯、樓梯、坡道、工作臺、擋土牆、擋土支撐、施工構臺、橋梁墩柱及橋梁上部結構、橋臺等場所作業，勞工有遭受墜落危險之虞者，應於該處設置護欄、護蓋或安全網等防護設備。;雇主設置之安全網，應依下列規定辦理：一、…。五、材料、垃圾、碎片、設備或工具等掉落於安全網上，應即清除。六、…。;雇主對於施工構臺、懸吊式施工架、懸臂式施工架、高度七公尺以上且立面面積達三百三十平方公尺之施工架、高度七公尺以上之吊料平臺、升降機直井工作臺、鋼構橋橋面板下方工作臺或其他類似工作臺等之構築及拆除，應依下列規定辦理：一、事先就預期施工時之最大荷重，應由所僱之專任工程人員或委由相關執業技師，依結構力學原理妥為設計，置備施工圖說及強度計算書，經簽章確認後，據以執行。二、…。;雇主為維持施工架及施工構臺之穩定，應依下列規定辦理：一、…。三、施工架在適當之垂直、水平距離處與構造物妥實連接，其間隔在垂直方向以不超過五點五公尺，水平方向以不超過七點五公尺為限。但獨立而無傾倒之虞或已依第五十九條第五款規定辦理者，不在此限。四、…。;雇主對於從事鋼筋混凝土之作業時，應依下列規定辦理：一、…。八、鋼筋不得散放於施工架上。九、…。,
桃園市,20210202,20201231,府勞檢字第1090339540號,林炎明即捷名工程行,職業安全衛生設施規則第225條第1項暨職業安全衛生法第6條第1項,雇主對於在高度二公尺以上之處所進行作業，勞工有墜落之虞者，應以架設施工架或其他方法設置工作台。但工作台之邊緣及開口部分等，不在此限。,
桃園市,20210202,20201231,府勞檢字第10903395401號,高源消防企業有限公司(李新彬),職業安全衛生法第26條第1項,事業單位以其事業之全部或一部分交付承攬時，應於事前告知該承攬人有關其事業工作環境、危害因素暨本法及有關安全衛生規定應採取之措施。,
桃園市,20210202,20201231,府勞檢字第1090341662號,新加坡商天格科技股份有限公司(王昱嵐),勞工作業環境監測實施辦法第8條第1項第3款暨職業安全衛生法第12條第3項,本法施行細則第十七條第二項第四款規定之作業場所，雇主應依下列規定，實施作業環境監測：一、…。三、製造、處置或使用附表一所列有機溶劑之作業場所，應每六個月監測其濃度一次以上。四、…。,
台北市,20210305,20201231,北市勞職字第10961251425號,宥頂工程有限公司,職業安全衛生設施規則第230條第1項第3款暨職業安全衛生法第6條第1項第5款,合梯未符合規定。,
職業安全衛生署,20210409,20201231,勞職授字第1090205877號,威廷工程有限公司,機械設備器具安全標準第60條第2款暨職業安全衛生法第6條第1項,對於使用木材加工用圓盤鋸從事模板裁切作業場所，勞工有遭受被切割危險之虞，未於該圓盤鋸設置鋸齒接觸預防裝置等防護設備。,
台北市,20210305,20201231,北市勞職字第10961251421號,信昶營造股份有限公司,營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項第13款;職業安全衛生法第27條第1項第1、2、3、4款,有墜落危險之處所未設防護設備。;原事業單位未採取承攬管理必要措施。,
職業安全衛生署,20210409,20201231,勞職授字第1090205878號,晨禎營造股份有限公司,職業安全衛生法第27條第1項第2、3款,與承攬人共同作業時，未採取工作連繫與調整之必要措施、未巡視工作場所。,
