主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,備註說明
台北市,20160225,20151231,北市勞職字第10440825100號,金宏營造股份有限公司,營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項第5款。,對於高度2公尺以上之開口部分從事營建施工管理作業，未於該處設置護欄、護蓋或安全網等防護設備，使勞工有遭受墜落危險之虞。,
台北市,20160225,20151231,北市勞職字第10442234100號,東鑫龍營造有限公司,職業安全衛生設施規則第281條第1項暨職業安全衛生法第6條第1項第5款。,對勞工於高度2公尺以上之場所作業，未使勞工確實使用安全帶，使勞工有墜落之虞。,
台北市,20160225,20151231,北市勞職字第10440854400號,揚陞興業有限公司,職業安全衛生法第16條第1項。,使用未經勞動檢查機構或中央主管機關指定之代行檢查機構檢查合格之危險性機械設備。,
台北市,20160225,20151231,北市勞職字第10442226300號,萬代設計企業有限公司,1.職業安全衛生設施規則第228條暨職業安全衛生法第6條第1項第5款。;2.營造安全衛生設施標準第59條第4款暨職業安全衛生法第6條第1項第5款。,1.對勞工於高差超過1.5公尺以上之場所作業時，未設置使勞工安全上下之設備。;2.對外牆施工構件之連接部分，未以適當之金屬附屬配件確實連接固定。,
台北市,20160225,20151231,北市勞職字第10440825500號,樹盛營造股份有限公司,1.營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項第5款。;2.營造安全衛生設施標準第11條之1暨職業安全衛生法第6條第1項第1、3、5款。,1.對於高度2公尺以上之開口部分從事營建施工管理作業，未於該處設置護欄、護蓋或安全網等防護設備，使勞工有遭受墜落危險之虞。;2.對於進入營繕工程工作場所作業人員，未提供適當安全帽，並使其正確戴用。,
台北市,20160225,20151231,北市勞職字第10440825200號,禾進營造工程有限公司,職業安全衛生設施規則第228條暨職業安全衛生法第6條第1項第5款。,對勞工於高差超過1.5公尺以上場所作業時，未設置使勞工安全上下之設備。,
台北市,20160225,20151231,北市勞職字第10440854300號,元強營造股份有限公司,營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項第5款。,對於高度2公尺以上之開口部分從事營建施工管理作業，未於該處設置護欄、護蓋或安全網等防護設備，使勞工有遭受墜落危險之虞。,
台北市,20160225,20151231,北市勞職字第10440824800號,齊裕營造股份有限公司,營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項第5款。,對於高度2公尺以上之開口部分從事營建施工管理作業，未於該處設置護欄、護蓋或安全網等防護設備，使勞工有遭受墜落危險之虞。,
台北市,20160225,20151231,北市勞職字第10440790400號,造星工程有限公司,營造安全衛生設施標準第11條之1暨職業安全衛生法第6條第1項第1、3、5款,對於進入營繕工程工作場所作業人員，未提供適當安全帽，並使其正確戴用。,
職業安全衛生署,20160110,20151231,勞職授字第1040204540號,二億企業股份有限公司,職業安全衛生設施規則第43條第1項暨職業安全衛生法第6條第1項,連續式染色機傳動鏈條、染色鍋傳動皮帶等有危害勞工之虞之部分，未有護罩、護圍等設備。,
台北市,20160225,20151231,北市勞職字第10442215700號,大同股份有限公司,營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項第5款。,對於高度2公尺以上之開口部分從事營建施工管理作業，未於該處設置護欄、護蓋或安全網等防護設備，使勞工有遭受墜落危險之虞。,
台北市,20160225,20151231,北市勞職字第10440800600號,大程營造有限公司,營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項第5款。,對於高度2公尺以上之開口部分從事營建施工管理作業，未於該處設置護欄、護蓋或安全網等防護設備，使勞工有遭受墜落危險之虞。,
職業安全衛生署,20160217,20151231,勞職授字第1040204494號,大陸工程股份有限公司,職業安全衛生法第27條第1項,與承攬人分別僱用勞工共同作業，未協調型鋼吊掛組立使用上之安全設施，對於擋土支撐型鋼吊掛組立危險性作業之工作場所未確實巡視；又對於該場所物體飛落危害，未予以連繫調整其工作所必要之安全防護設備或措施。,
職業安全衛生署,20160110,20151231,勞職授字第1040204516號,盛傑營造有限公司,職業安全衛生法第16條第1項,設置營建用升降機1座(積載荷重：1000公斤)，係屬中央主管機關指定具有危險性之機械，未經勞動檢查機構或中央主管機關指定之代行檢查機構檢查合格，即使用該營建用升降機從事作業。,
職業安全衛生署,20160110,20151231,勞職授字第1040204434號,中日特種紙廠股份有限公司,職業安全衛生設施規則第224條第2項暨職業安全衛生法第6條第1項,對於高度2公尺以上升降平台之開口處，未於活動圍欄拆除（打開）後，採取使勞工使用安全帶等防止因墜落而致勞工遭受危險之措施。,
職業安全衛生署,20160110,20151231,勞職授字第1040204338號,正新橡膠工業股份有限公司,職業安全衛生設施規則第58條第5款暨職業安全衛生法第6條第1項,對於橡膠摺疊輸送機，其作業有危害勞工之虞者，未設置安全等設備(該機械之光電連鎖裝置因復歸鈕被電線固定住而失去功能)。,
職業安全衛生署,20160110,20151231,勞職授字第1040204439號,欣聯業工程有限公司,職業安全衛生設施規則第257條、第290條暨職業安全衛生法第6條第1項,對於勞工接近低壓電路或其支持物從事敷設、檢查等作業時，未於該電路裝置絕緣用防護裝備亦未使其戴用絕緣用防護具及其他必要之防護器具。,
職業安全衛生署,20160110,20151231,勞職授字第1040204480號,遠東新世紀股份有限公司,職業安全衛生設施規則第57條第1項暨職業安全衛生法第6條第1項,對於機械之掃除、上油、檢查、修理或調整有導致危害勞工之虞者，未停止相關機械運轉及送料。為防止他人操作該機械之起動等裝置或誤送料，未採上鎖或設置標示等措施，並設置防止落下物導致危害勞工之安全設備與措施。,
職業安全衛生署,20160110,20151231,勞職授字第1040204494號,大陸工程股份有限公司,職業安全衛生法第27條第1項,與承攬人及再承攬人分別僱用勞工共同作業時，未協調型鋼吊掛組立使用上之安全設施，對於擋土支撐型鋼吊掛組立危險性作業之工作場所未確實巡視；又對於該場所物體飛落危害，未予以連繫調整其工作所必要之安全防護設備或措施。,
職業安全衛生署,20160110,20151230,勞職授字第1040204489號,建大工業股份有限公司,職業安全衛生設施規則第58條第5款暨職業安全衛生法第6條第1項,設置接頭機為自動化機械，接頭機接合模具危險位置，未設置護罩、護圍或具有連鎖性能之安全門等設備。,
台北市,20160225,20151230,北市勞職字第10440790600號,偉宏營造股份有限公司,營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項第5款,對於高度2公尺以上之開口部分從事營建施工管理作業，勞工有遭受墜落危險之虞者，未於該處設置護欄、護蓋或安全網等防護設備。,
台北市,20160225,20151230,北市勞職字第10440800800號,王春景,營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項第5款。,對於高度2公尺以上之開口部分從事油漆作業，未於該處設置護欄、護蓋或安全網等防護設備，使勞工有遭受墜落危險之虞。,
職業安全衛生署,20160110,20151230,勞職授字第1040204490號,華夏海灣塑膠股份有限公司,職業安全衛生設施規則第43條第1項暨職業安全衛生法第6條第1項,對於膠布機之輸送帶及惰輪之捲入點，有危害勞工之虞，未置設置護罩、護圍等設備。,
